text,label
thats what existence means: draining ones own self dry without the sense of thirst.,0
"if all i asked was not a great deal, that's my problem!",0
"a madman's ravings are absurd in relation to the situation in which he finds himself, but not in relation to his madness.",0
the viable jewels of life remain untouched when man forgets his vocation of searching for the truth of his existence.,0
photographs are not ideas. they give us ideas.,0
"smooth and smiling faces everywhere, but ruin in their eyes.",0
"be quiet! anyone can spit in my face, and call me a criminal and a prostitute. but no one has the right to judge my remorse.",0
i found the human heart empty and insipid everywhere except in books.,0
"i wanted pure love: foolishness; to love one another is to hate a common enemy: i will thus espouse your hatred. i wanted good: nonsense; on this earth and in these times, good and bad are inseparable: i accept to be evil in order to become good.",0
"as for the square at meknes, where i used to go every day, it's even simpler: i do not see it at all anymore. all that remains is the vague feeling that it was charming, and these five words that are indivisibly bound together: a charming square at meknes. ... i don't see anything any more: i can search the past in vain, i can only find these scraps of images and i am not sure what they represent, whether they are memories or just fiction.",0
i think that is the big danger in keeping a diary: you exaggerate everything.,0
"to keep hope alive one must, in spite of all mistakes, horrors, and crimes, recognize the obvious superiority of the socialist camp.",0
"i have such a desire to sleep and am so much behind my sleep. a good night, one good night and all this nonsense will be swept away.",0
acting is happy agony.,0
being is. being is in-itself. being is what it is.,0
"generosity is nothing else than a craze to possess. all which i abandon, all which i give, i enjoy in a higher manner through the fact that i give it away. to give is to enjoy possessively the object which one gives.",0
"take [stphane] mallarme. i hold him to be the greatest of french poets, and i have taken some time to understand him !",0
i am neither virgin nor priest enough to play with the inner life.,0
to think new thoughts you have to break the bones in your head,0
"i needed to justify my existence, and i had made an absolute of literature. it took me thirty years to get rid of this state of mind.",0
"fear? if i have gained anything by damning myself, it is that i no longer have anything to fear.",0
as not-bound to life.,0
one could only damage oneself through the harm one did to others. one could never get directly at oneself.,0
"absurd, irreducible; nothing  not even a profound and secret delirium of nature  could explain it. obviously i did not know everything, i had not seen the seeds sprout, or the tree grow. but faced with this great wrinkled paw, neither ignorance nor knowledge was important: the world of explanations and reasons is not the world of existence. a circle is not absurd, it is clearly explained by the rotation of a straight segment around one of its extremities. but neither does a circle exist. this root, on the other hand, existed in such a way that i could not explain it.",0
"i am not recommending ""popular"" literature which aims at the lowest.",0
"men equally honest, equally devoted to their fatherland, are momentarily separated by different conceptions of their duty.",0
better to have beasts that let themselves be killed than men who run away.,0
render a kiss or blow,0
offer all the hatred in your heart,0
no one is more hated than he who speaks the truth.,0
a wise man speaks because he has something to say; a fool because he has to say something.,0
be kind. every person you meet,0
"better to complete a small task well, than to do much imperfectly.",0
the right question is usually more important than the right answer.,0
ignorance is the root cause of all difficulties.,0
"someday, in the distant future, our grand-children' s grand-children will develop a new equivalent of our classrooms. they will spend many hours in front of boxes with fires glowing within. may they have the wisdom to know the difference between light and knowledge.",0
"i am the wisest man alive, for i know one thing, and that is that i know nothing.",0
"good people do not need laws to tell them to act responsibly, while bad people will find a way around the laws.",0
the one who learns and learns and doesn't practice is like the one who plows and plows and never plants.,0
the measure of a man is what he does with power.,0
wisest is he who knows what he does not know.,0
"enjoy life. there's plenty of time to be dead. be kind, for everyone you meet is fighting a harder battle.",0
those who tell the stories rule society.,0
the worst of all deceptions is self-deception.,0
you should not honor men more than truth.,0
"one cannot make a slave of a free person, for a free person is free even in a prison.",0
"false words are not only evil in themselves, but they infect the soul with evil.",0
"there is nothing so delightful as the hearing, or the speaking of truth. for this reason, there is no conversation so agreeable as that of the man of integrity, who hears without any intention to betray, and speaks without any intention to deceive.",0
poverty doesn't come because of the decrease of wealth but because of the increase of desires.,0
"never discourage anyone who continually makes progress, no matter how slow... even if that someone is yourself!",0
"every heart sings a song, incomplete, until another heart whispers back.",0
a true artist is someone who gives birth to a new reality.,0
"the souls of people, on their way to earth-life, pass through a room full of lights; each takes a taper - often only a spark - to guide it in the dim country of this world. but some souls, by rare fortune, are detained longer - have time to grasp a handful of tapers, which they weave into a torch. these are the torch-bearers of humanity - its poets, seers and saints, who lead and lift the race out of darkness, toward the light. they are the law-givers and saviors, the light-bringers, way-showers and truth-tellers, and without them, humanity would lose its way in the dark.",0
we become what we contemplate.,0
he who does not desire power is fit to hold it.,0
"the three wishes of every man: to be healthy, to be rich by honest means, and to be beautiful.",0
"do not train children to learning by force and harshness, but direct them to it by what amuses their minds.",0
"how can you prove whether at this moment we are sleeping, and all our thoughts are a dream; or whether we are awake, and talking to one another in the waking state?",0
"the philosopher is in love with truth, that is, not with the changing world of sensation, which is the object of opinion, but with the unchanging reality which is the object of knowledge.",0
"he who is only an athlete is too crude, too vulgar, too much a savage. he who is a scholar only is too soft, to effeminate. the ideal citizen is the scholar athlete, the man of thought and the man of action.",0
"i know not how i may seem to others, but to myself i am but a small child wandering upon the vast shores of knowledge, every now and then finding a small bright pebble to content myself with",0
he who love touches walks not in darkness.,0
pleasure is the bait of sin,0
"a good decision is based on knowledge, and not on numbers.",0
"when man is not properly trained, he is the most savage animal on the face of the globe.",0
happiness springs from doing good and helping others.,0
one of the penalties for refusing to participate in politics is that you end up being governed by your inferiors.,0
the blame is his who chooses: god is blameless.,0
"harmony sinks deep into the recesses of the soul and takes its strongest hold there, bringing grace also to the body & mind as well. music is a moral law. it gives a soul to the universe, wings to the mind, flight to the imagination, a charm to sadness, and life to everything. it is the essence of order.",0
do not expect justice where might is right.,0
"when you feel grateful, you become great, and eventually attract great things.",0
"if we are to have any hope for the future, those who have lanterns must pass them on to others.",0
"we see many instances of cities going down like sinking ships to their destruction. there have been such wrecks in the past and there surely will be others in the future, caused by the wickedness of captains and crews alike. for these are guilty men, whose sin is supreme ignorance of what matters most.",0
"mankind will never see an end of trouble until lovers of wisdom come to hold political power, or the holders of power become lovers of wisdom",0
those who are too smart to engage in politics are punished by being governed by those who are dumber.,0
a dog has the soul of a philosopher.,0
thinking is the soul talking to itself.,0
midwife to the awakening of the soul in another person.,0
all wars are fought for the sake of getting money.,0
"rules for happiness: something to do, someone to love, something to hope for.",0
do the right thing because it is right.,0
the only thing permanent is change.,0
give a man everything he wants and at that moment everything is not everything,0
great minds think for themselves.,0
perpetual peace is only found in the graveyard.,0
a single line in the bible has consoled me more than all the books i ever read besides.,0
"all our knowledge begins with the senses, proceeds then to the understanding, and ends with reason. there is nothing higher than reason.",0
"if justice perishes, human life on earth has lost its meaning.",0
"morality is not properly the doctrine of how we may make ourselves happy, but how we may make ourselves worthy of happiness.",0
"out of the crooked timber of humanity, no straight thing was ever made.",0
"thoughts without content are empty, intuitions without concepts are blind.",0
immaturity is the incapacity to use one's intelligence without the guidance of another.,0
"the nice thing about living in a small town is that when you don't know what you're doing, someone else does.",0
"two things strike me dumb: the infinite starry heavens, and the sense of right and wrong in man.",0
reason can never prove the existence of god.,0
"all the interests of my reason, speculative as well as practical, combine in the three following questions: 1. what can i know? 2. what ought i to do? 3. what may i hope?",0
"by a lie, a man... annihilates his dignity as a man.",0
"religion is too important a matter to its devotees to be a subject of ridicule. if they indulge in absurdities, they are to be pitied rather than ridiculed.",0
"enthusiasm is always connected with the senses, whatever be the object that excites it. the true strength of virtue is serenity of mind, combined with a deliberate and steadfast determination to execute her laws. that is the healthful condition of the moral life; on the other hand, enthusiasm, even when excited by representations of goodness, is a brilliant but feverish glow which leaves only exhaustion and languor behind.",0
"men will not understand ... that when they fulfil their duties to men, they fulfil thereby god's commandments; that they are consequently always in the service of god, as long as their actions are moral, and that it is absolutely impossible to serve god otherwise.",0
[a ruler is merely] the trustee of the rights of other men and he must always stand in dread of having in some way violated these rights.,0
the death of dogma is the birth of morality.,0
freedom is that faculty that enlarges the usefulness of all other faculties.,0
"the sum total of all possible knowledge of god is not possible for a human being, not even through a true revelation. but it is one of the worthiest inquiries to see how far our reason can go in the knowledge of god.",0
"philosophy stands in need of a science which shall determine the possibility, principles, and extent of human knowledge  priori.",0
thrift is care and scruple in the spending of one's means. it is not a virtue and it requires neither skill nor talent.,0
if a man is often the subject of conversation he soon becomes the subject of criticism.,0
enlightenment is man's emergence from his self-incurred immaturity.,0
"give me matter, and i will construct a world out of it!",0
"even a man's exact imitation of the song of the nightingale displeases us when we discover that it is a mimicry, and not the nightingale.",0
"[r]eason is... given to us as a practical faculty, that is, as one that influences the will.",0
"the business of philosophy is not to give rules, but to analyze the private judgments of common reason.",0
"moral teleology supplies the deficiency in physical teleology , and first establishes a theology ; because the latter, if it did not borrow from the former without being observed, but were to proceed consistently, could only found a demonology , which is incapable of any definite concept.",0
there is nothing higher than reason.,0
"time is not an empirical concept. for neither co-existence nor succession would be perceived by us, if the representation of time did not exist as a foundation a priori.",0
have patience awhile; slanders are not long-lived. truth is the child of time; erelong she shall appear to vindicate thee.,0
"but only he who, himself enlightened, is not afraid of shadows.",0
"there is needed, no doubt, a body of servants (ministerium) of the invisible church, but not officials (officiales), in other words, teachers but not dignitaries, because in the rational religion of every individual there does not yet exist a church as a universal union (omnitudo collectiva).",0
"reason must approach nature in order to be taught by it. it must not, however, do so in the character of a pupil who listens to everything that the teacher chooses to say, but of an appointed judge who compels the witness to answer questions which he has himself formulated.",0
"but although all our knowledge begins with experience, it does not follow that it arises from experience.",0
enlightenment is the liberation of man from his self-caused state of minority... supere aude! dare to use your own understanding!is thus the motto of the enlightenment.,0
"the history of the human race, viewed as a whole, may be regarded as the realization of a hidden plan of nature to bring about a political constitution, internally, and for this purpose, also externally perfect, as the only state in which all the capacities implanted by her in mankind can be fully developed.",0
standing armies shall in time be totally abolished.,0
"criticism alone can sever the root of materialism, fatalism, atheism, free-thinking, fanaticism, and superstition, which can be injurious universally; as well as of idealism and skepticism, which are dangerous chiefly to the schools, and hardly allow of being handed on to the public.",0
everything in nature acts in conformity with law.,0
i freely admit that the remembrance of david hume was the very thing that many years ago first interrupted my dogmatic slumber and gave a completely different direction to my researches in the field of speculative philosophy.,0
"all trades, arts, and handiworks have gained by division of labor... where the different kinds of work are not distinguished and divided, where everyone is a jack-of-all-trades, there manufactures remain still in the greatest barbarism.",0
"innocence is indeed a glorious thing; but, unfortunately, it does not keep very well and is easily led astray.",0
the schematicism by which our understanding deals with the phenomenal world ... is a skill so deeply hidden in the human soul that we shall hardly guess the secret trick that nature here employs.,0
"the attacks on our police, and the terrorism in our cities, threaten our very way of life. any politician who does not grasp this danger is not fit to lead our country.",1
americans watching this address tonight have seen the recent images of violence in our streets and the chaos in our communities. many have witnessed this violence personally. some have even been its victims.,1
"i have a message for all of you: the crime and violence that today afflicts our nation will soon — and i mean very soon come to an end. beginning on january 20th 2017, safety will be restored.",1
the most basic duty of government is to defend the lives of its citizens. ,1
any government that fails to do so is a government unworthy to lead.,1
it is finally time for a straightforward assessment of the state of our nation. ,1
i will present the facts plainly and honestly. we cannot afford to be so politically correct anymore.,1
"so if you want to hear the corporate spin, the carefully-crafted lies, and the media myths — the democrats are holding their convention next week. go there.",1
"but here, at our convention, there will be no lies. we will honor the american people with the truth, and nothing else.",1
decades of progress made in bringing down crime are now being reversed by this administration's rollback of criminal enforcement.,1
america is far less safe – and the world is far less stable – than when obama made the decision to put hillary clinton in charge of america's foreign policy. i am certain it is a decision he truly regrets. ,1
her bad instincts and her bad judgment – something pointed out by bernie sanders – are what caused the disasters unfolding today.,1
"this is the legacy of hillary clinton: death, destruction and weakness.",1
"the problems we face now – poverty and violence at home, war and destruction abroad – will last only as long as we continue relying on the same politicians who created them. a change in leadership is required to change these outcomes.",1
there can be no prosperity without law and order,1
"our plan will put america first. americanism, not globalism, will be our credo. as long as we are led by politicians who will not put america first, then we can be assured that other nations will not treat america with respect.",1
"big business, elite media and major donors are lining up behind the campaign of my opponent because they know she will keep our rigged system in place. they are throwing money at her because they have total control over everything she does. she is their puppet, and they pull the strings. ",1
that is why hillary clinton's message is that things will never change. ,1
my message is that things have to change – and they have to change right now.,1
"every day i wake up determined to deliver for the people i have met all across this nation that have been neglected, ignored, and abandoned. ",1
"i have visited the laid-off factory workers, and the communities crushed by our horrible and unfair trade deals. these are the forgotten men and women of our country, and they are forgotten, but they're not going to be forgotten long.",1
these are people who work hard but no longer have a voice. i am your voice.,1
"i have no patience for injustice, no tolerance for government incompetence, no sympathy for leaders who fail their citizens.",1
"when innocent people suffer, because our political system lacks the will, or the courage, or the basic decency to enforce our laws – or worse still, has sold out to some corporate lobbyist for cash – i am not able to look the other way.",1
"when a secretary of state illegally stores her emails on a private server, deletes 33,000 of them so the authorities can't see her crime, puts our country at risk, lies about it in every different form and faces no consequence – i know that corruption has reached a level like never before.",1
"i have joined the political arena so that the powerful can no longer beat up on people that cannot defend themselves. nobody knows the system better than me, which is why i alone can fix it.",1
"i have seen firsthand how the system is rigged against our citizens, just like it was rigged against bernie sanders – he never had a chance.",1
he (mike pence) is a man of character and accomplishment. he is the right man for the job.,1
an attack on law enforcement is an attack on all americans. i have a message to every last person threatening the peace on our streets and the safety of our police: when i take the oath of office next year.,1
i will restore law and order our country.,1
"in this race for the white house, i am the law and order candidate. ... i will work to ensure that all of our kids are treated equally, and protected equally.",1
i am the law-and-order candidate was a phrase used by richard nixon during his 1968 presidential campaign.,1
"once again, france is the victim of brutal islamic terrorism. men, women and children viciously mowed down. lives ruined. ",1
families ripped apart. a nation in mourning.,1
i will do everything in my power to protect our lgbt citizens from the violence and oppression of a hateful foreign ideology.,1
"we must work with all of our allies who share our goal of destroying isis and stamping out islamic terror. this includes working with our greatest ally in the region, the state of israel.",1
we must immediately suspend immigration from any nation that has been compromised by terrorism until such time as proven vetting mechanisms have been put in place.,1
"i only want to admit individuals into our country who will support our values and love our people. anyone who endorses violence, hatred or oppression is not welcome in our country and never will be.",1
"decades of record immigration have produced lower wages and higher unemployment for our citizens, especially for african-american and latino workers. we are going to have an immigration system that works, but one that works for the american people.",1
"of all my travels in this country, nothing has affected me more deeply than the time i have spent with the mothers and fathers who have lost their children to violence spilling across our border.",1
"we are going to build a great border wall to stop illegal immigration, to stop the gangs and the violence, and to stop the drugs from pouring into our communities.",1
peace will be restored.,1
we are going to be considerate and compassionate to everyone. but my greatest compassion will be for our own struggling citizens.,1
americans want relief from uncontrolled immigration. communities want relief.,1
i'm going to make our country rich again. i am going to turn our bad trade agreements into great ones.,1
"i pledge to never sign any trade agreement that hurts our workers, or that diminishes our freedom and independence. instead, i will make individual deals with individual countries.",1
"no longer will we enter into these massive deals, with many countries, that are thousands of pages long – and which no one from our country even reads or understands. we are going to enforce all trade violations, including through the use of taxes and tariffs, against any country that cheats.",1
we'll walk away if we don't get the deal that we want.,1
reducing taxes will cause new companies and new jobs to come roaring back into our country.,1
"my dad, fred trump, was the smartest and hardest working man i ever knew.",1
i have loved my life in business.,1
we must break free from the petty politics of the past.,1
"america is a nation of believers, dreamers, and strivers that is being led by a group of censors, critics, and cynics.",1
"all of the people telling you that you can't have the country you want, are the same people telling you that i wouldn't be standing here tonight. no longer can we rely on those elites in media, and politics, who will say anything to keep a rigged system in place.",1
we must choose to believe in america. history is watching us now.,1
"my opponent asks her supporters to recite a three word loyalty pledge. it reads, i'm with her. i choose to recite a different pledge. my pledge reads, i'm with you – the american people. i am your voice. so to every parent who dreams for their child, and every child who dreams for a better future, i say these words to you tonight: ",1
"i'm with you, and i will fight for you, and i will win for you. to all americans tonight, in all of our cities and towns, i make this promise: we will make america proud again, we will make america strong again, we will make america safe again, and we will make america great again! god bless you and good night! i love you!",1
"she's (hillary clinton) a very dishonest person. i have one of the great temperaments. i have a winning temperament. she has a bad temperament. she's weak. we need a strong temperament and that's all it is, i have a strong temperament.",1
i think i have a great temperament. i beat 16 very talented people in -- and i've never done this before. ,1
"you don't do that with a bad temperament. ... i'm leading her in the polls, as you probably have noticed. and i think i have a great temperament. i have a temperament where i know how to win. she doesn't know how to win. she's not a winner. she doesn't know how to win. honestly, she lies a lot and she really -- she should tell the truth. ",1
"i honestly believe if she told the truth -- because she made some reference to my campaigning, i've had a beautiful -- i've had a -- had a flawless campaign. you'll be writing books about this campaign. and yet she's criticizing my campaign.",1
"if you look at what's going on in terms of unity, the bernie people are angry. they're angry. he was angry. what was amazing to me is when she was talking about bernie last night, the camera was on him and he was angry. it almost looks like he has buyer's remorse, like he shouldn't have made the deal.",1
"i have no relationship with putin. i don't think i've ever met him. i never met him. i don't think i've ever met him. ... i have never spoken to him on the phone, no. i've speak -- i've spoken -- when we had the miss universe contest a number of years ago, we had miss universe in moscow, in the moscow area, he was invited. he wanted to come. he wasn't able to come. that would have been a time when i would have met him. ... i don't know what it means by having a relationship. i mean he was saying very good things about me, but i don't have a relationship with him. i didn't meet him. i haven't spent time with him. i didn't have dinner with him. i didn't go hiking with him. i don't know -- and i wouldn't know him from adam except i see his picture and i would know what he looks like.",1
"if our country got along with russia, that would be a great thing. when putin goes out and tells everybody -- and you talk about a relationship, but he says donald trump is going to win and donald trump is a genius, and then i have people saying you should disavow. i said, i'm going to disavow that? ... if we can have a good relationship with russia and if russia would help us get rid of isis, frankly, as far as i'm concerned, you're talking about tremendous amounts of money and lives and everything else, that would be a positive thing, not a negative thing.",1
nato is going to be just fine. but nato countries -- we have 28 countries -- many of them are taking advantage of us because they're not paying. so we're protecting these countries and they're not paying.,1
"i'm all in favor of nato. i said nato is obsolete. i was asked a question by one of your competitors and i said nato is obsolete, because it's not taking care of terror.",1
"the people of crimea, from what i've heard, would rather be with russia than where they were. and you have to look at that, also. now, that was under -- just so you understand, that was done under obama's administration. and as far as the ukraine is concerned, it's a mess. and that's under the obama's administration, with his strong ties to nato. so with all of these strong ties to nato, ukraine is a mess. crimea has been taken. don't blame donald trump for that.",1
"no debts. i have very little debt to anybody. i don't need debt. you know, it's very interesting, i'm so liquid, i don't need debt. and if i need debt, if i want debt, i can get it from banks in new york city very easily.",1
"if you want to get a television today -- i buy thousands of television sets. if i want a television, i would love the buy american-made televisions like they used to have where they had ge and sylvania and all of the different. today, it's samsung, it's lg, it's sony. we don't make televisions anymore.",1
"when i do ties, i bid them out. and i go all over the place. you have companies over in different countries where they devalue their currency and they make it impossible for american companies to compete. the hat, make america great again. i fought like crazy to find a company in this country that could make the hats. and i found one. and they're american-made, but it's -- because i knew the first thing people would do is, where is the hat made. ok, make america great.",1
"he (khizr m. khan) was, you know, very emotional and probably looked like a nice guy to me. his wife, if you look at his wife, she was standing there. she had nothing to say. she probably, maybe she wasn't allowed to have anything to say. you tell me. but plenty of people have written that. she was extremely quiet. and it looked like she had nothing to say. a lot of people have said that. and personally, i watched him. i wish him the best of luck.",1
"i'd say we've had a lot of problems with radical islamic terrorism. that's what i'd say. we have a lot of problems. ... i'd say you've got to take a look at that, because something is going on. and it's not good.",1
"well, that sounds - who wrote that? did hillary's scriptwriters write it? because everybody that went out there, we also had john allen who failed with isis. i mean, he was a general, allen, general allen. he went out. and he was ranting and raving. and then i read a report. he was in there for a number of months. and he failed with isis.",1
"the generals aren't doing so well right now. now, i have a feeling it may be obama's fault. but if you look at isis… general macarthur and general patton, they're spinning in their graves. the generals certainly aren't doing very well right now.",1
"i think i've made a lot of sacrifices. i work very, very hard. ",1
"i've created thousands and thousands of jobs, tens of thousands of jobs, built great structures. i've done, i've had tremendous success. i think i've done a lot. ... i think they're sacrifices. i think when i can employ thousands and thousands of people, take care of their education, take care of so many things, even in military. i mean, i was very responsible, along with a group of people, for getting the vietnam memorial built in downtown manhattan, which to this day people thank me for.",1
"i raised, and i have raised, millions of dollars for the vets. ",1
"i'm helping the vets a lot. i think my popularity with the vets is through the roof, far greater than hers. she's done nothing. all she's done is tell everybody that the vets are in good shape. they're fine. and they're not fine. people are waiting on line for seven days to see a doctor. she thinks it's fine.",1
"our country's a mess. and that's why when she makes the speech, she doesn't talk about radical islam. she doesn't talk about the problems that we have in this country and throughout the world. many of the problems, she caused. i mean, she created isis with her stupidity and her lack of knowledge with her bad judgment.",1
"i'm the messenger, but i'll tell you what, the message is the right message.",1
"$400 million in all cash, anybody know what that looks like? ",1
"that's a lot of cash. that's a lot of case. and honestly, it's so sad. think of it, going to iran, a terrorist state. now i happen to think they have plenty of money, we've given then $150 billion, so the $400 million is just, you know – i happen to think it goes into their accounts in switzerland personally. now, a lot of people say, no, no, it's used for terror, and they use it for terror because it's the number one terror funder – not even close. but i also think that when you have $400 million in cash, different denominations, do you see the size of this? i guess they did release the pictures after all. they released pictures. ... obama said that he did it because we don't have a working account with iran. do you believe that? how long does it take to set up an account? right? you don't have a working account, you set up an account, right?",1
"what's going on in this country is insane. and we have people running our country that don't know what they're doing, they're grossly incompetent, and it's time. we have to make change, real change. not obama change, we have to make change.",1
"we get bergdahl who was a traitor, and they get five of the greatest killers that they've wanted for eight years. we get bergdahl — i call it the five for one trade. for the iran deal, where we get nothing, we get nothing. they get ultimately, they have the path, beautiful path, they'll get way, way earlier than that. they'll get nuclear weapons, so if you get trump you're going to see a lot of changes to that deal. that'll happen fast.",1
"remember obamacare, you're going to keep your doctor, you're going to keep your plan, over and over again, you're going to keep your doctor. it was a lie. and in fact, if he didn't make the lie, he would have never gotten it approved because most democrats, many of the democrats didn't want to do it. it was only that, that got them to sign it and to approve it. and it was a lie.",1
"america first. we get a little tired of these deals where they actually put, and you know why, because of lobbyists and special interests and people representing and people wanting it to happen. it's just not that they want other countries to benefit over us. there are reasons for it and you know, when i raise money, and i'm putting up a lot of money for my own campaign, i'm funding me. and i'm raising for the republican party. and we're getting a lot of money from the small donors.",1
"those cameras are not going on the move unless we have a protester. if we had a protester that's the only time they move because they're showing something that in their mind is a bad thing, so then they move. but i like that, i've always liked my protesters because the cameras show these massive crowds and people say wow, was that a big crowd.",1
"she (hillary clinton) lacks judgment, she lacks temperament and i'm the one that used unfit many, many months ago. and now they've turned it around, use it on me, unfit? i'm unfit? that's — that's a first. but she lacks the temperament and the moral character to lead this country, its very simple. she really does. she's a dangerous person who doesn't tell the truth which has been proven very loudly. i've never seen a — i don't think we've ever had greater proof of that, of anybody. and she has disregarded the lives of americans — you see what's happening — with what she has done with her server? and you know why she did that. so, i just look at this, and i said that if she gets elected, she will cause the destruction of this country from within. remember that. ... she is disdainful of the rules set for everyone else and she hasn't changed a bit. this is — that was the good thing. i couldn't say the bad things. it was too much. nobody would even — nobody would even believe it. you've got to see this book. nobody would believe because it's so terrible, so terrible. and she comes across like this woman — nice, easy — but she's not. and — and she's — listen — she's not a leader, not a leader. and she is a liar.",1
"france isn't france anymore. we're not going. and so many people are saying that. look at what's going on with germany. look at what's happening with germany. look at the crime; look at the problems. we have enough problems in our country right now. we don't need additional problems, folks. we don't need additional problems. and for all we know, this could be the great trojan horse. this could be. we don't know who these people are. ... we have to get smart, folks. we don't need the problems — and we've already got those problems, just so you understand. because they're coming into the country, they're being put where nobody even knows where they are. it's like, if i were the enemy, i would say, i can't believe they're that stupid. they're taking my people and they're putting them all over the place, because you have great military right here.",1
"33,000 e-mails are missing. and she's so guilty. she's so guilty.",1
"could you imagine if i said that i short circuited? they would be calling for my execution, — electric chair. they'd bring back the electric chair. it would be a whole different ball game if i said it, believe me.",1
"obama-clinton economic policies have produced 1.2 percent economic growth, the weakest so-called recovery since the great depression. now, this is, like, unbelievable — 1.2. do you know china goes to 7 percent or 8 percent, it's like a national catastrophe. now, what they do is they cut their currency. ",1
"they devalue their currency, and big league, and then all of our businesses continue to be drained out of the united states. our money, our jobs. they make our product, they sell our product to us. no tax, no nothing, you devalue — see devaluing is sort of cheating.",1
"i see the carnage that nafta has caused, i see the carnage. it's been horrible. ... it's a suicidal pact for our country. and you know i've watched for years.",1
"i like mexico. and i respect the leaders of mexico because they're much smarter, they're much street smarter, but they're much smarter and more cunning than our leaders. but you have to see what's going on.",1
i can't believe i'm saying i'm a politician.,1
the bernie ones were — they had a lot more spirit. ,1
"i think we're going to get a lot of bernie voters, if you want to know the truth. because they do understand that trade is killing us. trade.",1
"the national debt has doubled. and you know the bad part about that? you think if the national debt has doubled, our infrastructure would be great, our country would be in great shape. we'd have beautiful roads, beautiful highways. you see where like 50 percent of the bridges are in danger in this country. and the roadways are a mess.",1
we have great people. we have the most loyal people. we have the smartest people. ,1
"you know, so many of my people, they're so smart. ",1
"they like to say, well, trump, i don't know if he's got this right — let me tell you, we have the smartest people. we have the people that are the smartest, and the strongest, and the best and the hardest working. ",1
"we have the smartest people. we'll put i.q.s among — some of us, we couldn't say all of us, right — against any i.q.s that we — we have to deal with, that i can tell you. i would love to do that.",1
"today, home ownership is at its lowest rate in 51 years. ... lowest that its been in so many years, 51 years. nearly 12 million people and more americans are dependent on food stamps and 2 million more latino americans live in poverty under obama and clinton — under obama; because clinton's just gonna carry on.",1
hillary wants to raise taxes. it's a comparison. i want to lower them.,1
"if she gets to pick her judges, nothing you can do, folks. although the second amendment people, maybe there is. i don't know. but — but i'll tell you what. that will be a horrible day. if — if hillary gets to put her judges — right now, we're tied. you see what's going on.",1
hillary essentially wants to abolish the second amendment.,1
"hillary and president obama refused to use the term radical islamic terrorism. big problem. big problem. hillary wants to release violent criminals and criminal offenders from prison, that's wonderful, enjoy yourselves. i want to work with our police. our police are so incredible, they're not getting the respect they deserve.",1
we have to respect and cherish our police.,1
kamala harris is not qualified to be president.,1
"we're fighting a political correct war. it's a political correct war. i mean, you know what's going on. you know what's going on. these are people that chop off heads. these are people that, in steel cages, drop steel cages into the waters and drowned large numbers of people. these are people that buried people in the sand. we've got to knock them out. i was against the war in iraq. we shouldn't have been to the war in iraq. it destabilized the middle east and i said that was going to happen. but we shouldn't have gotten out the way we got out. the way we got out was insane. and obama gave a date, and he — and that's how isis happened, folks. hence, the birth of isis.",1
"if i'm isis, i call her (hillary clinton) up and i give her the most valuable player award. ... and i guarantee you with libya, which was her baby, and all of the other mistakes she has made. obama takes now, because obviously, for him, that's the better alternative, all right? but he has been an incompetent president. he has done a horrible job.",1
"chief justice roberts, president carter, president clinton, president bush, president obama, fellow americans, and people of the world: thank you. we, the citizens of america, are now joined in a great national effort to rebuild our country and restore its promise for all of our people. together, we will determine the course of america and the world for many, many years to come. we will face challenges, we will confront hardships, but we will get the job done. every 4 years, we gather on these steps to carry out the orderly and peaceful transfer of power, and we are grateful to president obama and first lady michelle obama for their gracious aid throughout this transition. they have been magnificent. thank you.",1
"today's ceremony, however, has very special meaning. because today we are not merely transferring power from one administration to another or from one party to another, but we are transferring power from washington, dc, and giving it back to you, the people. for too long, a small group in our nation's capital has reaped the rewards of government while the people have borne the cost. washington flourished, but the people did not share in its wealth. politicians prospered, but the jobs left, and the factories closed. the establishment protected itself, but not the citizens of our country. their victories have not been your victories; their triumphs have not been your triumphs; and while they celebrated in our nation's capital, there was little to celebrate for struggling families all across our land. that all changes, starting right here and right now, because this moment is your moment: it belongs to you. it belongs to everyone gathered here today and everyone watching all across america. this is your day. this is your celebration. and this, the united states of america, is your country. what truly matters is not which party controls our government, but whether our government is controlled by the people. january 20, 2017, will be remembered as the day the people became the rulers of this nation again. the forgotten men and women of our country will be forgotten no longer. everyone is listening to you now.",1
"you came by the tens of millions to become part of a historic movement the likes of which the world has never seen before. at the center of this movement is a crucial conviction: that a nation exists to serve its citizens. americans want great schools for their children, safe neighborhoods for their families, and good jobs for themselves. these are just and reasonable demands of righteous people and a righteous public. but for too many of our citizens, a different reality exists: mothers and children trapped in poverty in our inner cities; rusted-out factories scattered like tombstones across the landscape of our nation; an education system, flush with cash, but which leaves our young and beautiful students deprived of all knowledge; and the crime and the gangs and the drugs that have stolen too many lives and robbed our country of so much unrealized potential. this american carnage stops right here and stops right now. we are one nation, and their pain is our pain, their dreams are our dreams, and their success will be our success. we share one heart, one home, and one glorious destiny. the oath of office i take today is an oath of allegiance to all americans.",1
